Год счета;Площадь;Счет главной книги;Здание;Прогнозируемая сумма
2024;1.0;9078738501;Неизвестно;15024.371282155671
2024;1.0;1131714316;Неизвестно;15024.371282155671
2024;1.0;1077953056;Неизвестно;15024.371282155671
2024;1.0;2843340573;Неизвестно;15024.371282155671
2024;1.0;8389873612;Неизвестно;15024.371282155671
2024;1.0;2920626088;Неизвестно;15024.371282155671
2024;1.0;2942396417;Неизвестно;15024.371282155671
2024;1.0;4047811970;Неизвестно;15024.371282155671
2024;1.0;455446283;Неизвестно;15024.371282155671
2024;1.0;2418816534;Неизвестно;15024.371282155671
2024;1.0;8602966803;Неизвестно;15024.371282155671
2024;1.0;6372033546;Неизвестно;15024.371282155671
2024;1.0;883091885;Неизвестно;15024.371282155671
2024;1.0;7814213908;Неизвестно;15024.371282155671
2024;1.0;3789897465;Неизвестно;15024.371282155671
2024;1.0;1684641700;Неизвестно;15024.371282155671
2024;1.0;528374404;Неизвестно;15024.371282155671
2024;1.0;2058583333;Неизвестно;15024.371282155671
2024;1.0;1229543907;Неизвестно;15024.371282155671
2024;1.0;463653879;Неизвестно;15024.371282155671
2024;1.0;2215789709;Неизвестно;15024.371282155671
2024;1.0;2336706013;Неизвестно;15024.371282155671
2024;1.0;5104909163;Неизвестно;15024.371282155671
2024;1.0;9015227539;Неизвестно;15024.371282155671
2024;1.0;4323960638;Неизвестно;15024.371282155671
2024;1.0;707597944;Неизвестно;15024.371282155671
2024;1.0;9410153804;Неизвестно;15024.371282155671
2024;1.0;8250966689;Неизвестно;15024.371282155671
2024;1.0;6179061493;Неизвестно;15024.371282155671
2024;1.0;5175726318;Неизвестно;15024.371282155671
2024;1.0;821919839;Неизвестно;15024.371282155671
2024;1.0;2748021624;Неизвестно;15024.371282155671
2024;1.0;4253930643;Неизвестно;15024.371282155671
2024;1.0;7625311203;Неизвестно;15024.371282155671
2024;1.0;1937631809;Неизвестно;15024.371282155671
2024;1.0;1666728427;Неизвестно;15024.371282155671
2024;1.0;7840606313;Неизвестно;15024.371282155671
2024;1.0;1437384540;Неизвестно;15024.371282155671
2024;1.0;2612788391;Неизвестно;15024.371282155671
2024;1.0;7891802413;Неизвестно;15024.371282155671
2024;1.0;600964242;Неизвестно;15024.371282155671
2024;1.0;5802385629;Неизвестно;15024.371282155671
2024;1.0;1701599197;Неизвестно;15024.371282155671
2024;1.0;495044153;Неизвестно;15024.371282155671
2024;1.0;6257609368;Неизвестно;15024.371282155671
2024;1.0;662745751;Неизвестно;15024.371282155671
2024;1.0;1446153553;Неизвестно;15024.371282155671
2024;1.0;8245950340;Неизвестно;15024.371282155671
2024;1.0;5771495029;Неизвестно;15024.371282155671
2024;1.0;9763911700;Неизвестно;15024.371282155671
2024;1.0;4999301054;Неизвестно;15024.371282155671
2024;1.0;8527909634;Неизвестно;15024.371282155671
2024;1.0;1612332943;Неизвестно;15024.371282155671
2024;1.0;7728531143;Неизвестно;15024.371282155671
2024;1.0;7229832823;Неизвестно;15024.371282155671
2024;1.0;9770922343;Неизвестно;15024.371282155671
2024;1.0;3126003513;Неизвестно;15024.371282155671
2024;1.0;4847080092;Неизвестно;15024.371282155671
2024;1.0;9861575469;Неизвестно;15024.371282155671
2024;1.0;196557821;Неизвестно;15024.371282155671
2024;1.0;4884407091;Неизвестно;15024.371282155671
2024;1.0;6906549122;Неизвестно;15024.371282155671
2024;1.0;3890347593;Неизвестно;15024.371282155671
2024;1.0;4009386506;Неизвестно;15024.371282155671
2024;1.0;7714997858;Неизвестно;15024.371282155671
2024;1.0;2625562912;Неизвестно;15024.371282155671
2024;1.0;2871709333;Неизвестно;15024.371282155671
2024;1.0;3921693049;Неизвестно;15024.371282155671
2024;1.0;8856249901;Неизвестно;15024.371282155671
2024;1.0;2808353342;Неизвестно;15024.371282155671
2024;1.0;1091807236;Неизвестно;15024.371282155671
2024;1.0;479257928;Неизвестно;15024.371282155671
2024;1.0;5918606406;Неизвестно;15024.371282155671
2024;1.0;3966533085;Неизвестно;15024.371282155671
2024;1.0;7978959926;Неизвестно;15024.371282155671
2024;1.0;7754407110;Неизвестно;15024.371282155671
2024;1.0;8429455329;Неизвестно;15024.371282155671
2024;1.0;3970613427;Неизвестно;15024.371282155671
2024;1.0;4927414044;Неизвестно;15024.371282155671
2024;1.0;9273099797;Неизвестно;15024.371282155671
2024;1.0;7987538979;Неизвестно;15024.371282155671
2024;1.0;6601188246;Неизвестно;15024.371282155671
2024;1.0;166172080;Неизвестно;15024.371282155671
2024;1.0;8432210246;Неизвестно;15024.371282155671
2024;1.0;3348797906;Неизвестно;15024.371282155671
2024;1.0;1349523869;Неизвестно;15024.371282155671
2024;1.0;3991174487;Неизвестно;15024.371282155671
2024;1.0;1716956215;Неизвестно;15024.371282155671
2024;1.0;6176173922;Неизвестно;15024.371282155671
2024;1.0;743676625;Неизвестно;15024.371282155671
2024;1.0;7948430466;Неизвестно;15024.371282155671
2024;1.0;3933003043;Неизвестно;15024.371282155671
2024;1.0;9670182498;Неизвестно;15024.371282155671
2024;1.0;3614429909;Неизвестно;15024.371282155671
2024;1.0;1128645254;Неизвестно;15024.371282155671
2024;1.0;4419046558;Неизвестно;15024.371282155671
2024;1.0;2761914915;Неизвестно;15024.371282155671
2024;1.0;6379028962;Неизвестно;15024.371282155671
2024;1.0;2383097771;Неизвестно;15024.371282155671
2024;1.0;4473059233;Неизвестно;15024.371282155671
2024;1.0;4579460986;Неизвестно;15024.371282155671
2024;1.0;9451393239;Неизвестно;15024.371282155671
2024;1.0;4471459286;Неизвестно;15024.371282155671
2024;1.0;9704465321;Неизвестно;15024.371282155671
2024;1.0;6009598501;Неизвестно;15024.371282155671
2024;1.0;7518786881;Неизвестно;15024.371282155671
2024;1.0;3370105211;Неизвестно;15024.371282155671
2024;1.0;1026649575;Неизвестно;15024.371282155671
2024;1.0;2675548758;Неизвестно;15024.371282155671
2024;1.0;944522776;Неизвестно;15024.371282155671
2024;1.0;7248206398;Неизвестно;15024.371282155671
2024;1.0;3538102981;Неизвестно;15024.371282155671
2024;1.0;7464591555;Неизвестно;15024.371282155671
2024;1.0;3389116560;Неизвестно;15024.371282155671
2024;1.0;2888478573;Неизвестно;15024.371282155671
2024;1.0;4681675808;Неизвестно;15024.371282155671
2024;1.0;89128982;Неизвестно;15024.371282155671
2024;1.0;9180615177;Неизвестно;15024.371282155671
2024;1.0;9022700473;Неизвестно;15024.371282155671
2024;1.0;4363183664;Неизвестно;15024.371282155671
2024;1.0;5290324455;Неизвестно;15024.371282155671
2024;1.0;5038744498;Неизвестно;15024.371282155671
2024;1.0;895797425;Неизвестно;15024.371282155671
2024;1.0;5506798667;Неизвестно;15024.371282155671
2024;1.0;2557585800;Неизвестно;15024.371282155671
2024;1.0;532133573;Неизвестно;15024.371282155671
2024;1.0;3336341738;Неизвестно;15024.371282155671
2024;1.0;5657168627;Неизвестно;15024.371282155671
2024;1.0;4943011588;Неизвестно;15024.371282155671
2024;1.0;8256488630;Неизвестно;15024.371282155671
2024;1.0;3347655570;Неизвестно;15024.371282155671
2024;1.0;3888483161;Неизвестно;15024.371282155671
2024;1.0;2094866272;Неизвестно;15024.371282155671
2024;1.0;2322872086;Неизвестно;15024.371282155671
2024;1.0;6830905612;Неизвестно;15024.371282155671
2024;1.0;3450671564;Неизвестно;15024.371282155671
2024;1.0;5604781374;Неизвестно;15024.371282155671
2024;1.0;2930636929;Неизвестно;15024.371282155671
2024;1.0;4562755111;Неизвестно;15024.371282155671
2024;1.0;5111220815;Неизвестно;15024.371282155671
2024;1.0;8056954575;Неизвестно;15024.371282155671
2024;1.0;9774452593;Неизвестно;15024.371282155671
2024;1.0;3335603475;Неизвестно;15024.371282155671
2024;1.0;2068910525;Неизвестно;15024.371282155671
