Год счета;Площадь;Счет главной книги;Здание;Прогнозируемая сумма
2025;1.0;5277184117;Неизвестно;0.0
2025;1.0;8324700788;Неизвестно;0.0
2025;1.0;4738488475;Неизвестно;0.0
2025;1.0;5883954651;Неизвестно;0.0
2025;1.0;1209670757;Неизвестно;0.0
2025;1.0;8505935592;Неизвестно;0.0
2025;1.0;6161054746;Неизвестно;0.0
2025;1.0;856886846;Неизвестно;0.0
2025;1.0;7408854995;Неизвестно;0.0
2025;1.0;7100729206;Неизвестно;0.0
2025;1.0;2206681559;Неизвестно;0.0
2025;1.0;2259855387;Неизвестно;0.0
2025;1.0;3033437170;Неизвестно;0.0
2025;1.0;8063091704;Неизвестно;0.0
2025;1.0;4724810142;Неизвестно;0.0
2025;1.0;7144219210;Неизвестно;0.0
2025;1.0;7557343984;Неизвестно;0.0
2025;1.0;5136383665;Неизвестно;0.0
2025;1.0;6978341764;Неизвестно;0.0
2025;1.0;2379613672;Неизвестно;0.0
2025;1.0;5183773942;Неизвестно;0.0
2025;1.0;7624728585;Неизвестно;0.0
2025;1.0;1557126515;Неизвестно;0.0
2025;1.0;1020727447;Неизвестно;0.0
2025;1.0;703846133;Неизвестно;0.0
2025;1.0;2974510524;Неизвестно;0.0
2025;1.0;6952047541;Неизвестно;0.0
2025;1.0;6401604736;Неизвестно;0.0
2025;1.0;5683635683;Неизвестно;0.0
2025;1.0;938440224;Неизвестно;0.0
2025;1.0;676381749;Неизвестно;0.0
2025;1.0;6653752544;Неизвестно;0.0
2025;1.0;4960827601;Неизвестно;0.0
2025;1.0;1696035463;Неизвестно;0.0
2025;1.0;7747888033;Неизвестно;0.0
2025;1.0;4289128171;Неизвестно;0.0
2025;1.0;7192039954;Неизвестно;0.0
2025;1.0;6898684474;Неизвестно;0.0
2025;1.0;2945693012;Неизвестно;0.0
2025;152.5;1004979608;ЗДН 5500/1/2513;0.0
2025;1.0;9253286545;Неизвестно;0.0
2025;1.0;1083825943;Неизвестно;0.0
2025;1.0;1001443217;Неизвестно;0.0
2025;1.0;4641719013;Неизвестно;0.0
2025;1.0;3712435019;Неизвестно;0.0
2025;1.0;6937239813;Неизвестно;0.0
2025;90.1;9124131860;ЗДН 5500/1/2188;0.0
2025;90.1;305614245;ЗДН 5500/1/2188;0.0
2025;90.1;6219640071;ЗДН 5500/1/2188;0.0
2025;1.0;7132126222;Неизвестно;0.0
2025;1.0;7536493231;Неизвестно;0.0
2025;1129.7;3170382362;ЗДН 5500/1/3867;0.0
2025;160.7;5173509451;ЗДН 5500/1/3901;0.0
2025;126.7;2327823237;ЗДН 5500/1/3928;0.0
2025;101.7;1105929833;ЗДН 5500/1/3942;0.0
2025;165.3;9090348011;ЗДН 5500/1/3944;0.0
2025;1.0;8793765000;Неизвестно;0.0
2025;1.0;8795128903;Неизвестно;0.0
2025;783.3;3402439921;ЗДН 5500/1/1211;0.0
2025;783.3;3033993673;ЗДН 5500/1/1211;0.0
2025;747.7;1676807771;ЗДН 5500/1/1211;0.0
2025;747.7;1906017390;ЗДН 5500/1/1211;0.0
2025;812.4;3133630250;ЗДН 5500/1/1211;0.0
2025;812.4;2100497240;ЗДН 5500/1/1211;0.0
2025;783.3;8358952993;ЗДН 5500/1/1211;0.0
2025;783.3;1870256626;ЗДН 5500/1/1211;0.0
2025;747.7;9114830498;ЗДН 5500/1/1211;0.0
2025;747.7;7321603096;ЗДН 5500/1/1211;0.0
2025;812.4;8053040757;ЗДН 5500/1/1211;0.0
2025;812.4;40159148;ЗДН 5500/1/1211;0.0
2025;783.3;4812772039;ЗДН 5500/1/1211;0.0
2025;783.3;6307725648;ЗДН 5500/1/1211;0.0
2025;747.7;1773189488;ЗДН 5500/1/1211;0.0
2025;747.7;5336755894;ЗДН 5500/1/1211;0.0
2025;812.4;1278478352;ЗДН 5500/1/1211;0.0
2025;812.4;7196945774;ЗДН 5500/1/1211;0.0
2025;1.0;6004693310;Неизвестно;0.0
2025;1.0;4313175525;Неизвестно;0.0
2025;1.0;6303833172;Неизвестно;0.0
2025;1.0;3358991753;Неизвестно;0.0
2025;1.0;7752141901;Неизвестно;0.0
2025;1.0;905675807;Неизвестно;0.0
2025;1.0;9397571456;Неизвестно;0.0
2025;1.0;5672771827;Неизвестно;0.0
2025;1.0;4881224723;Неизвестно;0.0
2025;1.0;7038268320;Неизвестно;0.0
2025;1.0;7794181014;Неизвестно;0.0
2025;1.0;7391987548;Неизвестно;0.0
2025;1.0;4982392120;Неизвестно;0.0
2025;1.0;7255593708;Неизвестно;0.0
2025;1.0;6742510457;Неизвестно;0.0
2025;1.0;5743642549;Неизвестно;0.0
2025;1.0;2180749272;Неизвестно;0.0
2025;1.0;4273535932;Неизвестно;0.0
2025;1.0;437551349;Неизвестно;0.0
2025;1.0;9794560948;Неизвестно;0.0
2025;1.0;4240781855;Неизвестно;0.0
2025;1.0;1105227295;Неизвестно;0.0
2025;1.0;6288055797;Неизвестно;0.0
2025;1.0;1389646762;Неизвестно;0.0
2025;1.0;2184903595;Неизвестно;0.0
2025;1.0;7485286958;Неизвестно;0.0
2025;1.0;6810141409;Неизвестно;0.0
2025;1.0;2480347268;Неизвестно;0.0
2025;1.0;3362811396;Неизвестно;0.0
2025;1.0;2257141837;Неизвестно;0.0
2025;1.0;3944002238;Неизвестно;0.0
2025;1.0;8213528394;Неизвестно;0.0
2025;1.0;8084779988;Неизвестно;0.0
2025;1.0;1118279765;Неизвестно;0.0
2025;1.0;8331269259;Неизвестно;0.0
2025;1.0;4871506127;Неизвестно;0.0
2025;1.0;9651552615;Неизвестно;0.0
2025;1.0;5167709851;Неизвестно;0.0
2025;1.0;5222543960;Неизвестно;0.0
2025;1.0;8693978787;Неизвестно;0.0
2025;1.0;8685089072;Неизвестно;0.0
2025;1.0;599562926;Неизвестно;0.0
2025;1.0;860659936;Неизвестно;0.0
2025;1.0;1218237421;Неизвестно;0.0
2025;1.0;3384327522;Неизвестно;0.0
2025;1.0;9837702290;Неизвестно;0.0
2025;1.0;6964386362;Неизвестно;0.0
2025;1.0;3346619773;Неизвестно;0.0
2025;1.0;7564271037;Неизвестно;0.0
2025;1.0;1407662234;Неизвестно;0.0
2025;1.0;6859343902;Неизвестно;0.0
2025;1.0;7112598091;Неизвестно;0.0
2025;1.0;1939264681;Неизвестно;0.0
2025;1.0;6074644867;Неизвестно;0.0
2025;1.0;9556697122;Неизвестно;0.0
2025;1.0;8656232365;Неизвестно;0.0
2025;189.0;4122243766;ЗДН 5500/1/2381;0.0
2025;166.2;4522683148;ЗДН 5500/1/2381;0.0
2025;1.0;1998677075;Неизвестно;0.0
2025;1.0;8589330502;Неизвестно;0.0
2025;1.0;3396101218;Неизвестно;0.0
2025;1.0;5663383255;Неизвестно;0.0
2025;1.0;1666777598;Неизвестно;0.0
2025;1.0;544497679;Неизвестно;0.0
2025;88.6;2245683935;ЗДН 5500/1/3914;0.0
2025;1.0;5367566977;Неизвестно;0.0
2025;1.0;2330200536;Неизвестно;0.0
2025;1.0;8962354077;Неизвестно;0.0
2025;1.0;7996827393;Неизвестно;0.0
2025;1.0;3659925433;Неизвестно;0.0
2025;1.0;8687915745;Неизвестно;0.0
2025;1.0;2373090420;Неизвестно;0.0
2025;1.0;5479025070;Неизвестно;0.0
2025;1.0;8634985139;Неизвестно;0.0
2025;1.0;9888600798;Неизвестно;0.0
2025;1.0;1166712495;Неизвестно;0.0
2025;1.0;4642260222;Неизвестно;0.0
2025;1.0;3461189499;Неизвестно;0.0
2025;1.0;4939587604;Неизвестно;0.0
2025;1.0;837933584;Неизвестно;0.0
2025;1.0;1354076809;Неизвестно;0.0
2025;1.0;3009517643;Неизвестно;0.0
2025;1.0;976539818;Неизвестно;0.0
2025;1.0;347926412;Неизвестно;0.0
2025;1.0;3065933766;Неизвестно;0.0
2025;1.0;9125835499;Неизвестно;0.0
2025;1.0;136399574;Неизвестно;0.0
2025;1.0;2598553785;Неизвестно;0.0
2025;1.0;7670469136;Неизвестно;0.0
2025;1.0;6726940537;Неизвестно;0.0
2025;1.0;6767744272;Неизвестно;0.0
2025;1.0;2516543380;Неизвестно;0.0
2025;1.0;8961739919;Неизвестно;0.0
2025;1.0;5571053452;Неизвестно;0.0
2025;1.0;2680372057;Неизвестно;0.0
